1193263331.0,23.523616,-19.3915311,Z3864
1193266909.0,23.5234968,-19.3916838,Z3864
1193270498.0,23.5234626,-19.3916506,Z3864
1193274138.0,23.5234254,-19.3916446,Z3864
1193277695.0,23.5234341,-19.3915412,Z3864
1193281336.0,23.5233825,-19.3916537,Z3864
1193284835.0,23.540006,-19.3925728,Z3864
1193288447.0,23.5608764,-19.4166948,Z3864
1193292041.0,23.5676887,-19.4209335,Z3864
1193295610.0,23.5687453,-19.4205712,Z3864
1193299225.0,23.5674398,-19.4148665,Z3864
1193302826.0,23.5699755,-19.4106784,Z3864
1193306424.0,23.5707575,-19.4112634,Z3864
1193310026.0,23.5698374,-19.4111056,Z3864
1193313641.0,23.5691619,-19.4130353,Z3864
1193317207.0,23.5716156,-19.4108301,Z3864
1193320813.0,23.5730019,-19.4119931,Z3864
1193324422.0,23.5748847,-19.4123604,Z3864
1193328047.0,23.5754958,-19.4151824,Z3864
1193331616.0,23.5713367,-19.4181288,Z3864
1193335224.0,23.5673698,-19.4198123,Z3864
1193338842.0,23.569061,-19.4175528,Z3864
1193342413.0,23.5689052,-19.4173279,Z3864
1193346029.0,23.5628142,-19.4158208,Z3864
1193349650.0,23.5631761,-19.4135824,Z3864
1193353210.0,23.5634432,-19.413199,Z3864
1193356816.0,23.5634905,-19.4132993,Z3864
1193360413.0,23.571733,-19.4132378,Z3864
1193364101.0,23.5794413,-19.4079902,Z3864
1193367636.0,23.594882,-19.4146942,Z3864
1193371247.0,23.5999736,-19.4186538,Z3864
1193374822.0,23.6024119,-19.4218983,Z3864
1193378449.0,23.6040294,-19.4212055,Z3864
1193382025.0,23.6042976,-19.42143,Z3864
1193385607.0,23.6040369,-19.42227,Z3864
1193389217.0,23.6027895,-19.4232073,Z3864
1193392842.0,23.6017617,-19.4246346,Z3864
1193396421.0,23.60264,-19.426674,Z3864
1193400029.0,23.6023897,-19.4279549,Z3864
1193403648.0,23.6020647,-19.428054,Z3864
1193407206.0,23.6027827,-19.4282572,Z3864
1193410815.0,23.6001245,-19.428364,Z3864
1193414447.0,23.6006217,-19.4284756,Z3864
1193418019.0,23.6000922,-19.4287459,Z3864
1193421629.0,23.6000629,-19.4284858,Z3864
1193425247.0,23.5967663,-19.4288757,Z3864
1193428819.0,23.5761173,-19.4164237,Z3864
1193432424.0,23.5744392,-19.4140186,Z3864
1193436023.0,23.5746512,-19.4140176,Z3864
1193439627.0,23.5743361,-19.4139554,Z3864
1193443216.0,23.5691266,-19.4112015,Z3864
1193446819.0,23.5642696,-19.4104846,Z3864
1193450422.0,23.5634887,-19.4111621,Z3864
1193454053.0,23.5537409,-19.4052978,Z3864
1193457618.0,23.5266451,-19.3974153,Z3864
1193461213.0,23.5351659,-19.4043577,Z3864
1193464849.0,23.5535378,-19.4152129,Z3864
1193468413.0,23.5563735,-19.4150896,Z3864
1193472043.0,23.5614392,-19.4123149,Z3864
1193475631.0,23.5629481,-19.4107909,Z3864
1193479249.0,23.5630067,-19.4102265,Z3864
1193482814.0,23.5646057,-19.4134971,Z3864
1193486447.0,23.5682738,-19.417842,Z3864
1193490017.0,23.5804381,-19.4248186,Z3864
1193493623.0,23.6029604,-19.4316284,Z3864
1193497248.0,23.6313611,-19.4386228,Z3864
1193500841.0,23.6500112,-19.4424109,Z3864
1193504433.0,23.6661144,-19.4487863,Z3864
1193508023.0,23.6794722,-19.4501505,Z3864
1193511629.0,23.6885657,-19.4506886,Z3864
1193515272.0,23.703285,-19.4553413,Z3864
1193518842.0,23.728861,-19.4589532,Z3864
1193522441.0,23.7552816,-19.4693654,Z3864
1193526023.0,23.7718311,-19.4894609,Z3864
1193529648.0,23.7958934,-19.5098242,Z3864
1193536826.0,23.8179408,-19.5259907,Z3864
1193540427.0,23.8319379,-19.5403138,Z3864
1193544040.0,23.8388344,-19.5524674,Z3864
1193547620.0,23.8376404,-19.5563405,Z3864
1193551242.0,23.8377426,-19.5580561,Z3864
1193554841.0,23.8376952,-19.5580849,Z3864
1193558411.0,23.836984,-19.5572568,Z3864
1193562013.0,23.8362373,-19.5560232,Z3864
1193565623.0,23.8360632,-19.555754,Z3864
1193569249.0,23.8360867,-19.5553876,Z3864
1193572820.0,23.8360997,-19.5548445,Z3864
1193576440.0,23.8361192,-19.5547945,Z3864
1193580010.0,23.8363056,-19.5576687,Z3864
1193583636.0,23.8353361,-19.5590775,Z3864
1193587229.0,23.8381052,-19.5638363,Z3864
1193590848.0,23.8570202,-19.5769676,Z3864
1193594441.0,23.877263,-19.5932122,Z3864
1193598025.0,23.8960509,-19.6049634,Z3864
1193601641.0,23.9146196,-19.6311731,Z3864
1193605213.0,23.9227961,-19.6516933,Z3864
1193608812.0,23.9387729,-19.6653856,Z3864
1193612425.0,23.9605294,-19.6787388,Z3864
1193616009.0,23.9890919,-19.6946838,Z3864
1193619623.0,24.0139254,-19.7142173,Z3864
1193623236.0,24.0294965,-19.7273756,Z3864
1193626848.0,24.0428182,-19.7362703,Z3864
1193630423.0,24.0457519,-19.7361672,Z3864
1193634048.0,24.0452681,-19.7352024,Z3864
1193637610.0,24.0471132,-19.7353487,Z3864
1193641243.0,24.0494028,-19.7354832,Z3864
1193644822.0,24.0493929,-19.7352867,Z3864
1193648452.0,24.049636,-19.7353738,Z3864
1193652016.0,24.0491201,-19.7356347,Z3864
1193655634.0,24.049104,-19.7365622,Z3864
1193659214.0,24.0489965,-19.7365505,Z3864
1193662850.0,24.0539876,-19.7373645,Z3864
1193666421.0,24.0550022,-19.7365436,Z3864
1193670016.0,24.0577237,-19.736354,Z3864
1193673641.0,24.0590566,-19.736819,Z3864
1193677241.0,24.0590963,-19.736827,Z3864
1193680826.0,24.0592862,-19.7369453,Z3864
1193684441.0,24.0594124,-19.7389886,Z3864
1193688012.0,24.0580463,-19.7381619,Z3864
1193691626.0,24.0583841,-19.73811,Z3864
